install_time;build_time;deps_with_duplicates;deps_without_duplicates;build_size;
6136;8297;1369;608;580;
5974;8975;1369;608;580;
6034;9009;1369;608;580;
6345;8413;1369;608;580;
6155;8803;1369;608;580;
5688;8674;1369;608;580;
5966;9000;1369;608;580;
6188;8643;1369;608;580;
5809;8374;1369;608;580;
6150;8766;1369;608;580;
6398;9375;1369;608;580;
6280;8672;1369;608;580;
6239;8317;1369;608;580;
6296;9004;1369;608;580;
6707;8652;1369;608;580;
5899;8654;1369;608;580;
6862;8786;1369;608;580;
6061;8743;1369;608;580;
6308;8667;1369;608;580;
6523;8991;1369;608;580;
6390;8650;1369;608;580;
6045;9349;1369;608;580;
6546;8814;1369;608;580;
5934;8541;1369;608;580;
5989;8703;1369;608;580;
5790;8397;1369;608;580;
6343;8702;1369;608;580;
5644;8629;1369;608;580;
6108;8892;1369;608;580;
6634;8995;1369;608;580;
6012;8481;1369;608;580;
6195;8637;1369;608;580;
6021;8906;1369;608;580;
6116;8595;1369;608;580;
6385;9239;1369;608;580;
6207;8722;1369;608;580;
5563;8331;1369;608;580;
5687;8632;1369;608;580;
5559;8397;1369;608;580;
5538;8250;1369;608;580;
5975;8379;1369;608;580;
5628;8457;1369;608;580;
5918;8061;1369;608;580;
6112;8512;1369;608;580;
5657;8257;1369;608;580;
5879;8695;1369;608;580;
6025;8916;1369;608;580;
5912;8371;1369;608;580;
5592;7805;1369;608;580;
5555;8190;1369;608;580;
6062;8422;1369;608;580;
5721;8325;1369;608;580;
6017;8355;1369;608;580;
6727;8583;1369;608;580;
5952;8279;1369;608;580;
5513;7886;1369;608;580;
5760;8126;1369;608;580;
6083;8840;1369;608;580;
6206;8519;1369;608;580;
6206;8411;1369;608;580;
5941;8445;1369;608;580;
5780;8128;1369;608;580;
6258;8586;1369;608;580;
6345;8279;1369;608;580;
6292;8756;1369;608;580;
6124;8825;1369;608;580;
6003;8360;1369;608;580;
6267;8596;1369;608;580;
5843;8305;1369;608;580;
6180;8407;1369;608;580;
5888;8746;1369;608;580;
6264;8719;1369;608;580;
5979;8501;1369;608;580;
5812;8525;1369;608;580;
5969;8294;1369;608;580;
6308;8679;1369;608;580;
6085;8210;1369;608;580;
5625;8395;1369;608;580;
5837;8620;1369;608;580;
5559;8336;1369;608;580;
5606;7846;1369;608;580;
5893;8541;1369;608;580;
5977;8189;1369;608;580;
5440;8203;1369;608;580;
6044;8496;1369;608;580;
5970;8642;1369;608;580;
5929;8152;1369;608;580;
6178;8862;1369;608;580;
6011;8415;1369;608;580;
6256;8611;1369;608;580;
6289;8997;1369;608;580;
5865;8634;1369;608;580;
6056;8590;1369;608;580;
6166;8643;1369;608;580;
5898;8455;1369;608;580;
6096;8669;1369;608;580;
6196;8909;1369;608;580;
5941;8712;1369;608;580;
5789;8400;1369;608;580;
5917;8286;1369;608;580;
6055;8220;1369;608;580;
6085;8478;1369;608;580;
6085;8367;1369;608;580;
6230;8984;1369;608;580;
6023;8658;1369;608;580;
5751;8577;1369;608;580;
6074;8425;1369;608;580;
6157;8360;1369;608;580;
5849;8290;1369;608;580;
6021;8342;1369;608;580;
5888;8230;1369;608;580;
5413;8299;1369;608;580;
5447;8325;1369;608;580;
6157;8627;1369;608;580;
5753;8342;1369;608;580;
5961;8479;1369;608;580;
5895;8633;1369;608;580;
5850;8170;1369;608;580;
6170;8610;1369;608;580;
5739;8319;1369;608;580;
6475;8252;1369;608;580;
6544;8577;1369;608;580;
6181;8595;1369;608;580;
6249;8608;1369;608;580;
6548;8856;1369;608;580;
5905;8487;1369;608;580;
5886;8413;1369;608;580;
6189;8889;1369;608;580;
5637;8363;1369;608;580;
5768;8361;1369;608;580;
5739;8417;1369;608;580;
5627;8193;1369;608;580;
5792;8061;1369;608;580;
5698;8512;1369;608;580;
5982;8429;1369;608;580;
6038;8407;1369;608;580;
6280;8782;1369;608;580;
5712;8456;1369;608;580;
5965;8441;1369;608;580;
5882;8634;1369;608;580;
6391;8768;1369;608;580;
6469;9192;1369;608;580;
6109;8575;1369;608;580;
5863;8503;1369;608;580;
6213;8382;1369;608;580;
6130;8676;1369;608;580;
6234;8710;1369;608;580;
6168;8575;1369;608;580;
5757;8480;1369;608;580;
5816;8643;1369;608;580;
6088;8655;1369;608;580;
5536;8612;1369;608;580;
5679;8527;1369;608;580;
6702;8526;1369;608;580;
5723;8154;1369;608;580;
5836;7982;1369;608;580;
5985;8334;1369;608;580;
5696;8500;1369;608;580;
6324;8713;1369;608;580;
6221;8249;1369;608;580;
6037;8175;1369;608;580;
5956;8089;1369;608;580;
5454;8004;1369;608;580;
5582;8071;1369;608;580;
5353;7946;1369;608;580;
5699;8128;1369;608;580;
5988;8139;1369;608;580;
5628;8057;1369;608;580;
5365;8187;1369;608;580;
5683;8116;1369;608;580;
5615;7937;1369;608;580;
5920;8402;1369;608;580;
5602;7988;1369;608;580;
5650;8138;1369;608;580;
5529;8146;1369;608;580;
5738;8301;1369;608;580;
5466;8259;1369;608;580;
6328;8631;1369;608;580;
6090;8672;1369;608;580;
5704;8204;1369;608;580;
5434;8192;1369;608;580;
6567;8766;1369;608;580;
5768;8328;1369;608;580;
5623;8228;1369;608;580;
5996;8177;1369;608;580;
5571;8383;1369;608;580;
5397;8000;1369;608;580;
6171;8068;1369;608;580;
5569;7575;1369;608;580;
5695;8414;1369;608;580;
5875;8440;1369;608;580;
5844;8442;1369;608;580;
5353;8039;1369;608;580;
5665;8259;1369;608;580;
5267;8046;1369;608;580;
5481;8032;1369;608;580;
5839;8001;1369;608;580;
5677;8284;1369;608;580;
5897;8337;1369;608;580;
5754;8337;1369;608;580;
5349;8141;1369;608;580;
5431;8150;1369;608;580;
5672;8111;1369;608;580;
5858;8321;1369;608;580;
5431;7939;1369;608;580;
5743;8151;1369;608;580;
5500;7964;1369;608;580;
5344;7832;1369;608;580;
6048;8283;1369;608;580;
5737;8124;1369;608;580;
5560;8346;1369;608;580;
5768;8096;1369;608;580;
5788;7852;1369;608;580;
5500;8179;1369;608;580;
5543;8202;1369;608;580;
5376;8261;1369;608;580;
5862;8980;1369;608;580;
5538;8243;1369;608;580;
5272;7984;1369;608;580;
5278;7893;1369;608;580;
5663;8173;1369;608;580;
5266;7769;1369;608;580;
5070;7994;1369;608;580;
5502;8018;1369;608;580;
5539;7901;1369;608;580;
5434;8182;1369;608;580;
5341;7606;1369;608;580;
5777;7683;1369;608;580;
5431;7701;1369;608;580;
5522;7770;1369;608;580;
5519;8357;1369;608;580;
5763;7861;1369;608;580;
5410;7822;1369;608;580;
5240;7862;1369;608;580;
5285;7881;1369;608;580;
5439;7992;1369;608;580;
5703;8803;1369;608;580;
5701;7920;1369;608;580;
5870;8296;1369;608;580;
5645;8212;1369;608;580;
5432;7915;1369;608;580;
5707;8123;1369;608;580;
5547;7889;1369;608;580;
5596;8618;1369;608;580;
5426;8157;1369;608;580;
5399;7826;1369;608;580;
5766;7995;1369;608;580;
5851;7992;1369;608;580;
5428;8237;1369;608;580;
5724;8286;1369;608;580;
5712;8306;1369;608;580;
5740;8183;1369;608;580;
5498;8129;1369;608;580;
5172;7915;1369;608;580;
5529;7836;1369;608;580;
5325;8210;1369;608;580;
6132;8478;1369;608;580;
5855;8348;1369;608;580;
5304;7967;1369;608;580;
5531;8053;1369;608;580;
5429;7979;1369;608;580;
5406;8599;1369;608;580;
5740;8411;1369;608;580;
5429;8183;1369;608;580;
5673;8212;1369;608;580;
5708;8240;1369;608;580;
5555;7904;1369;608;580;
5569;7949;1369;608;580;
6246;8079;1369;608;580;
5440;8415;1369;608;580;
5678;8033;1369;608;580;
5508;8008;1369;608;580;
6054;7961;1369;608;580;
5900;8143;1369;608;580;
5399;7943;1369;608;580;
6153;8541;1369;608;580;
5617;8142;1369;608;580;
5292;8177;1369;608;580;
5514;8251;1369;608;580;
5608;8181;1369;608;580;
5401;7895;1369;608;580;
5807;8551;1369;608;580;
5607;7974;1369;608;580;
5692;8096;1369;608;580;
5174;7907;1369;608;580;
5151;8179;1369;608;580;
6066;8207;1369;608;580;
5603;8213;1369;608;580;
5337;8114;1369;608;580;
5958;8230;1369;608;580;
5736;8039;1369;608;580;
5895;8251;1369;608;580;
6072;8393;1369;608;580;
6079;8917;1369;608;580;
6205;8808;1369;608;580;
5969;8957;1369;608;580;
6245;8451;1369;608;580;
5925;8303;1369;608;580;
5821;8090;1369;608;580;
5435;8188;1369;608;580;
5990;8080;1369;608;580;
6066;8247;1369;608;580;
5740;8228;1369;608;580;
5779;8048;1369;608;580;
5799;8421;1369;608;580;
5624;8531;1369;608;580;
5862;8156;1369;608;580;
5801;8471;1369;608;580;
5675;8140;1369;608;580;
6189;8286;1369;608;580;
5774;8355;1369;608;580;
5545;8107;1369;608;580;
5668;8392;1369;608;580;
6661;8977;1369;608;580;
6220;8296;1369;608;580;
5800;8074;1369;608;580;
5733;8231;1369;608;580;
6086;8227;1369;608;580;
5599;8046;1369;608;580;
5526;8261;1369;608;580;
5850;8592;1369;608;580;
5431;8196;1369;608;580;
5666;8013;1369;608;580;
5556;8431;1369;608;580;
6251;8053;1369;608;580;
5403;8477;1369;608;580;
5859;8208;1369;608;580;
5660;8089;1369;608;580;
5676;8564;1369;608;580;
6199;8480;1369;608;580;
5735;7998;1369;608;580;
5443;7995;1369;608;580;
5653;8199;1369;608;580;
6826;8962;1369;608;580;
5976;8701;1369;608;580;
6186;8440;1369;608;580;
5647;7997;1369;608;580;
5886;8005;1369;608;580;
5891;7945;1369;608;580;
5511;7987;1369;608;580;
5481;8036;1369;608;580;
5423;7846;1369;608;580;
5574;8339;1369;608;580;
5261;8118;1369;608;580;
5901;8665;1369;608;580;
5720;8326;1369;608;580;
6084;8578;1369;608;580;
5604;8141;1369;608;580;
5546;7976;1369;608;580;
5683;8303;1369;608;580;
5562;8200;1369;608;580;
5490;8047;1369;608;580;
6072;8755;1369;608;580;
6065;8713;1369;608;580;
5745;8000;1369;608;580;
5634;8174;1369;608;580;
5605;7867;1369;608;580;
5746;8291;1369;608;580;
5811;8611;1369;608;580;
5848;8030;1369;608;580;
5463;8203;1369;608;580;
5618;8169;1369;608;580;
5918;7844;1369;608;580;
5507;8267;1369;608;580;
5468;8470;1369;608;580;
6310;8888;1369;608;580;
5610;8382;1369;608;580;
5762;8031;1369;608;580;
5657;8034;1369;608;580;
5730;8378;1369;608;580;
5572;8113;1369;608;580;
6265;8471;1369;608;580;
5737;8165;1369;608;580;
5541;8279;1369;608;580;
5657;8332;1369;608;580;
5665;8108;1369;608;580;
5413;8244;1369;608;580;
5971;8577;1369;608;580;
5799;8904;1369;608;580;
5786;8254;1369;608;580;
5983;7917;1369;608;580;
5735;8073;1369;608;580;
6022;8687;1369;608;580;
5896;8481;1369;608;580;
6032;8173;1369;608;580;
6606;8508;1369;608;580;
5450;8114;1369;608;580;
5469;8171;1369;608;580;
5727;8164;1369;608;580;
5913;8325;1369;608;580;
6078;8890;1369;608;580;
5837;8410;1369;608;580;
6123;8527;1369;608;580;
5922;8661;1369;608;580;
6177;8589;1369;608;580;
5834;8565;1369;608;580;
6375;9135;1369;608;580;
5704;8466;1369;608;580;
6114;8511;1369;608;580;
5967;8499;1369;608;580;
5489;8103;1369;608;580;
5674;8690;1369;608;580;
5743;8349;1369;608;580;
6101;8637;1369;608;580;
5782;8417;1369;608;580;
6316;8076;1369;608;580;
6679;8456;1369;608;580;
5912;9010;1369;608;580;
5707;8344;1369;608;580;
6093;8849;1369;608;580;
6056;8916;1369;608;580;
6136;8551;1369;608;580;
6155;8350;1369;608;580;
5733;8322;1369;608;580;
5591;8394;1369;608;580;
6121;8284;1369;608;580;
6228;8874;1369;608;580;
5588;8541;1369;608;580;
5731;8279;1369;608;580;
6414;8557;1369;608;580;
5532;8342;1369;608;580;
5755;8875;1369;608;580;
5884;8563;1369;608;580;
5772;8591;1369;608;580;
5842;8673;1369;608;580;
5764;8681;1369;608;580;
5931;8606;1369;608;580;
6762;9124;1369;608;580;
5824;8540;1369;608;580;
5787;8560;1369;608;580;
5906;8508;1369;608;580;
5520;8201;1369;608;580;
5911;8393;1369;608;580;
5556;8325;1369;608;580;
5843;8324;1369;608;580;
5838;8050;1369;608;580;
5787;8319;1369;608;580;
5820;7959;1369;608;580;
6481;8752;1369;608;580;
5734;8470;1369;608;580;
5861;8562;1369;608;580;
6619;8569;1369;608;580;
5909;8322;1369;608;580;
5580;8092;1369;608;580;
5643;8234;1369;608;580;
5644;7906;1369;608;580;
5619;8373;1369;608;580;
5477;8370;1369;608;580;
5875;8596;1369;608;580;
5813;8609;1369;608;580;
5668;8670;1369;608;580;
6026;8608;1369;608;580;
6151;8900;1369;608;580;
5798;8250;1369;608;580;
5627;8417;1369;608;580;
5922;8577;1369;608;580;
5823;8133;1369;608;580;
5864;8449;1369;608;580;
5652;8249;1369;608;580;
6071;8709;1369;608;580;
6431;8981;1369;608;580;
5750;8603;1369;608;580;
5872;8366;1369;608;580;
6355;9329;1369;608;580;
6222;8468;1369;608;580;
6361;8828;1369;608;580;
6310;9162;1369;608;580;
5685;8047;1369;608;580;
5902;8346;1369;608;580;
6021;8839;1369;608;580;
5928;8465;1369;608;580;
5802;8770;1369;608;580;
5839;8563;1369;608;580;
5952;8258;1369;608;580;
5583;8132;1369;608;580;
5577;8481;1369;608;580;
5129;8178;1369;608;580;
5627;8502;1369;608;580;
5481;8449;1369;608;580;
5527;8229;1369;608;580;
6732;9247;1369;608;580;
5396;8142;1369;608;580;
5563;8626;1369;608;580;
5895;8877;1369;608;580;
5595;8453;1369;608;580;
5821;8329;1369;608;580;
5757;7895;1369;608;580;
5580;8260;1369;608;580;
5893;8317;1369;608;580;
5568;8167;1369;608;580;
5749;8572;1369;608;580;
5612;8364;1369;608;580;
5534;8321;1369;608;580;
5395;8106;1369;608;580;
5718;7983;1369;608;580;
5895;8342;1369;608;580;
5689;8071;1369;608;580;
5713;8091;1369;608;580;
5682;8297;1369;608;580;
6191;8237;1369;608;580;
5349;7914;1369;608;580;
5771;8186;1369;608;580;
5620;8487;1369;608;580;
5979;8415;1369;608;580;
6526;8700;1369;608;580;
5954;8510;1369;608;580;
5665;8492;1369;608;580;
5338;8402;1369;608;580;
5675;8308;1369;608;580;
5532;8492;1369;608;580;
5344;7999;1369;608;580;
5637;8111;1369;608;580;
5826;8051;1369;608;580;
5806;8339;1369;608;580;
5892;8497;1369;608;580;
5842;8275;1369;608;580;
5664;8463;1369;608;580;
6252;8560;1369;608;580;
6316;8490;1369;608;580;
5918;8201;1369;608;580;
6149;8793;1369;608;580;
5699;8172;1369;608;580;
6224;8972;1369;608;580;
5698;8643;1369;608;580;
5818;8866;1369;608;580;
5826;8110;1369;608;580;
6457;8777;1369;608;580;
6370;8627;1369;608;580;
6185;8801;1369;608;580;
6580;9404;1369;608;580;
6526;8479;1369;608;580;
5702;8477;1369;608;580;
6157;8438;1369;608;580;
6039;8262;1369;608;580;
6227;8921;1369;608;580;
5813;8688;1369;608;580;
6201;8375;1369;608;580;
5739;8172;1369;608;580;
5791;8426;1369;608;580;
5666;8346;1369;608;580;
6672;9062;1369;608;580;
5921;8536;1369;608;580;
5790;8522;1369;608;580;
6051;8349;1369;608;580;
5658;8714;1369;608;580;
5681;8316;1369;608;580;
5710;8352;1369;608;580;
5636;8171;1369;608;580;
5791;8445;1369;608;580;
6112;8459;1369;608;580;
5859;8188;1369;608;580;
6035;9122;1369;608;580;
5973;8936;1369;608;580;
5669;8442;1369;608;580;
5850;8574;1369;608;580;
6213;8639;1369;608;580;
5537;8217;1369;608;580;
5736;8370;1369;608;580;
5653;8403;1369;608;580;
6387;9103;1369;608;580;
5907;8546;1369;608;580;
6332;8888;1369;608;580;
6399;8735;1369;608;580;
5845;8095;1369;608;580;
6051;9232;1369;608;580;
6074;8897;1369;608;580;
5783;8563;1369;608;580;
6424;8652;1369;608;580;
5733;8495;1369;608;580;
5528;8645;1369;608;580;
6035;8681;1369;608;580;
6223;8762;1369;608;580;
5952;8520;1369;608;580;
5735;8384;1369;608;580;
5859;8259;1369;608;580;
5905;8602;1369;608;580;
5675;8445;1369;608;580;
6207;8840;1369;608;580;
5725;8400;1369;608;580;
6016;8532;1369;608;580;
5643;8424;1369;608;580;
6095;8660;1369;608;580;
6540;9040;1369;608;580;
6306;8822;1369;608;580;
6265;8539;1369;608;580;
6483;8864;1369;608;580;
6163;8694;1369;608;580;
6003;8578;1369;608;580;
6341;8562;1369;608;580;
6455;8606;1369;608;580;
5772;8197;1369;608;580;
5628;8640;1369;608;580;
6365;8215;1369;608;580;
5978;8224;1369;608;580;
5898;8642;1369;608;580;
6472;9828;1369;608;580;
6403;8857;1369;608;580;
6092;8838;1369;608;580;
5696;8841;1369;608;580;
6106;8476;1369;608;580;
5474;8442;1369;608;580;
5865;8628;1369;608;580;
5432;8035;1369;608;580;
5806;8377;1369;608;580;
5356;8353;1369;608;580;
5634;8218;1369;608;580;
5744;8372;1369;608;580;
6217;8622;1369;608;580;
5888;8436;1369;608;580;
5781;8408;1369;608;580;
5999;8956;1369;608;580;
5756;8123;1369;608;580;
5448;8089;1369;608;580;
6844;9628;1369;608;580;
5364;8202;1369;608;580;
5860;8085;1369;608;580;
5655;7962;1369;608;580;
5657;7992;1369;608;580;
5842;7776;1369;608;580;
5938;8279;1369;608;580;
5922;8490;1369;608;580;
5600;8150;1369;608;580;
5673;8200;1369;608;580;
5600;8465;1369;608;580;
5197;7842;1369;608;580;
6122;8200;1369;608;580;
5938;8060;1369;608;580;
6054;8192;1369;608;580;
5450;7624;1369;608;580;
6245;8026;1369;608;580;
5674;8254;1369;608;580;
5257;7924;1369;608;580;
5773;8014;1369;608;580;
6568;9200;1369;608;580;
6095;8338;1369;608;580;
5826;7997;1369;608;580;
5837;7939;1369;608;580;
5986;8463;1369;608;580;
5731;7969;1369;608;580;
6770;9098;1369;608;580;
6234;8584;1369;608;580;
5698;8306;1369;608;580;
6129;8536;1369;608;580;
5700;8070;1369;608;580;
6070;8567;1369;608;580;
5733;8594;1369;608;580;
5684;8400;1369;608;580;
5552;7827;1369;608;580;
6289;8112;1369;608;580;
6015;8159;1369;608;580;
5442;7964;1369;608;580;
6075;8273;1369;608;580;
5869;8881;1369;608;580;
6022;8577;1369;608;580;
5933;7945;1369;608;580;
5629;8127;1369;608;580;
5361;7792;1369;608;580;
5905;8255;1369;608;580;
6077;8562;1369;608;580;
5085;7956;1369;608;580;
5190;7763;1369;608;580;
5184;7943;1369;608;580;
5471;7882;1369;608;580;
5680;8074;1369;608;580;
5160;8082;1369;608;580;
5342;8087;1369;608;580;
5636;8119;1369;608;580;
6221;8103;1369;608;580;
5410;7937;1369;608;580;
5724;7852;1369;608;580;
5374;8175;1369;608;580;
6335;8768;1369;608;580;
5425;8118;1369;608;580;
5787;8071;1369;608;580;
5779;8414;1369;608;580;
5890;8040;1369;608;580;
5080;8050;1369;608;580;
5093;7821;1369;608;580;
5885;8612;1369;608;580;
5419;8128;1369;608;580;
5482;7874;1369;608;580;
5917;8395;1369;608;580;
5707;8406;1369;608;580;
5350;8096;1369;608;580;
5956;8305;1369;608;580;
5569;8166;1369;608;580;
6026;8116;1369;608;580;
5909;8129;1369;608;580;
5988;8179;1369;608;580;
5732;7915;1369;608;580;
5434;7878;1369;608;580;
6292;8800;1369;608;580;
5850;8551;1369;608;580;
5405;8004;1369;608;580;
5777;7956;1369;608;580;
5632;8237;1369;608;580;
5468;8107;1369;608;580;
5898;8777;1369;608;580;
5565;8257;1369;608;580;
5516;8003;1369;608;580;
5822;8491;1369;608;580;
5388;7903;1369;608;580;
5229;8119;1369;608;580;
5277;7949;1369;608;580;
5725;8300;1369;608;580;
5630;7991;1369;608;580;
5487;8051;1369;608;580;
6163;8465;1369;608;580;
5926;8472;1369;608;580;
5969;8451;1369;608;580;
6362;8684;1369;608;580;
6092;8552;1369;608;580;
5722;8200;1369;608;580;
5845;8300;1369;608;580;
5700;8225;1369;608;580;
6142;8055;1369;608;580;
6116;8572;1369;608;580;
5915;8288;1369;608;580;
5600;7998;1369;608;580;
5955;8267;1369;608;580;
5862;8494;1369;608;580;
6049;8275;1369;608;580;
5948;8165;1369;608;580;
6387;8654;1369;608;580;
6062;8345;1369;608;580;
5939;7852;1369;608;580;
5682;8318;1369;608;580;
5746;8093;1369;608;580;
5275;8330;1369;608;580;
6420;8847;1369;608;580;
5478;8280;1369;608;580;
5839;8509;1369;608;580;
5922;8639;1369;608;580;
5422;8052;1369;608;580;
5637;8388;1369;608;580;
6472;9310;1369;608;580;
6252;9002;1369;608;580;
5648;8058;1369;608;580;
5513;8400;1369;608;580;
5702;8382;1369;608;580;
5951;8264;1369;608;580;
5604;8221;1369;608;580;
6062;8588;1369;608;580;
5499;8396;1369;608;580;
5550;8486;1369;608;580;
6384;8950;1369;608;580;
5763;8183;1369;608;580;
5813;8211;1369;608;580;
6387;9017;1369;608;580;
6154;8955;1369;608;580;
5259;8090;1369;608;580;
5605;8999;1369;608;580;
5775;8380;1369;608;580;
5764;8376;1369;608;580;
6089;9034;1369;608;580;
5526;8130;1369;608;580;
5844;8443;1369;608;580;
6057;8628;1369;608;580;
5855;8301;1369;608;580;
5761;8528;1369;608;580;
6375;9097;1369;608;580;
6042;8543;1369;608;580;
6063;8483;1369;608;580;
6392;9047;1369;608;580;
5997;8795;1369;608;580;
5908;8574;1369;608;580;
5934;9331;1369;608;580;
6572;8883;1369;608;580;
5309;8235;1369;608;580;
5475;8114;1369;608;580;
5855;8065;1369;608;580;
5657;8194;1369;608;580;
5668;8436;1369;608;580;
5961;8453;1369;608;580;
5696;8204;1369;608;580;
5694;8230;1369;608;580;
5559;8682;1369;608;580;
5901;8236;1369;608;580;
5741;7896;1369;608;580;
5547;8124;1369;608;580;
5830;8369;1369;608;580;
5728;8424;1369;608;580;
5835;8435;1369;608;580;
5602;8209;1369;608;580;
5618;8410;1369;608;580;
5869;8747;1369;608;580;
6041;8723;1369;608;580;
5652;8734;1369;608;580;
6200;8514;1369;608;580;
5882;8133;1369;608;580;
5986;8363;1369;608;580;
5666;8257;1369;608;580;
6063;8623;1369;608;580;
5613;8179;1369;608;580;
5942;8095;1369;608;580;
5772;8176;1369;608;580;
6220;8206;1369;608;580;
5537;8256;1369;608;580;
6323;9117;1369;608;580;
6346;9258;1369;608;580;
5821;8291;1369;608;580;
5848;8730;1369;608;580;
6001;8557;1369;608;580;
5864;8333;1369;608;580;
6862;8844;1369;608;580;
7116;9523;1369;608;580;
6190;8759;1369;608;580;
6048;8736;1369;608;580;
6053;8547;1369;608;580;
6179;9026;1369;608;580;
6804;9492;1369;608;580;
6422;9111;1369;608;580;
5816;8149;1369;608;580;
6219;9057;1369;608;580;
5612;8672;1369;608;580;
5548;8383;1369;608;580;
6273;8598;1369;608;580;
5839;9018;1369;608;580;
6382;8742;1369;608;580;
6282;8674;1369;608;580;
6129;8463;1369;608;580;
6170;9095;1369;608;580;
7120;9137;1369;608;580;
6265;9381;1369;608;580;
6141;8762;1369;608;580;
6840;9580;1369;608;580;
6115;9194;1369;608;580;
5568;8507;1369;608;580;
6304;9141;1369;608;580;
5958;8454;1369;608;580;
5458;8085;1369;608;580;
5907;8444;1369;608;580;
5599;7955;1369;608;580;
5582;8246;1369;608;580;
5516;7974;1369;608;580;
5793;8079;1369;608;580;
5897;8309;1369;608;580;
6469;8560;1369;608;580;
6323;8891;1369;608;580;
6671;9437;1369;608;580;
6238;8953;1369;608;580;
6124;9072;1369;608;580;
5762;8291;1369;608;580;
5324;8220;1369;608;580;
6014;8231;1369;608;580;
5454;8109;1369;608;580;
6285;8223;1369;608;580;
5974;8845;1369;608;580;
6048;8571;1369;608;580;
5736;8676;1369;608;580;
6465;9011;1369;608;580;
6645;8273;1369;608;580;
6725;8509;1369;608;580;
5770;9032;1369;608;580;
